Name,Name,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MINI COOPER COUNTRYMAN,Mini COOPER COUNTRYMAN,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
MINI COOPER COUPE,Mini COOPER COUPE,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37,175
MINI COOPER PACEMAN,Mini COOPER PACEMAN,MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
MINI COOPER ROADSTER,Mini COOPER ROADSTER,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36,179
MINI COOPER S CLUBMAN,Mini COOPER S CLUBMAN,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI COOPER S CONVERTIBLE,Mini COOPER S CONVERTIBLE,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI COOPER S COUNTRYMAN ALL4,Mini COOPER S COUNTRYMAN ALL4,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI COOPER S COUPE,Mini COOPER S COUPE,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI COOPER S PACEMAN ALL4,Mini COOPER S PACEMAN ALL4,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI COOPER S ROADSTER,Mini COOPER S ROADSTER,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI JOHN COOPER WORKS CLUBMAN,Mini JOHN COOPER WORKS CLUBMAN,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI JOHN COOPER WORKS CONVERTIBLE,Mini JOHN COOPER WORKS CONVERTIBLE,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI JOHN COOPER WORKS COUNTRYMAN ALL4,Mini JOHN COOPER WORKS COUNTRYMAN ALL4,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI JOHN COOPER WORKS COUPE,Mini JOHN COOPER WORKS COUPE,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI JOHN COOPER WORKS PACEMAN ALL4,Mini JOHN COOPER WORKS PACEMAN ALL4,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI JOHN COOPER WORKS ROADSTER,Mini JOHN COOPER WORKS ROADSTER,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MITSUBISHI LANCER,Mitsubishi LANCER,MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
MITSUBISHI LANCER AWD,Mitsubishi LANCER AWD,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,218
MITSUBISHI LANCER EVOLUTION,Mitsubishi LANCER EVOLUTION,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23,288
MITSUBISHI LANCER RALLIART,Mitsubishi LANCER RALLIART,MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24,267
MITSUBISHI LANCER SPORTBACK,Mitsubishi LANCER SPORTBACK,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,7.3,8.6,33,198
MITSUBISHI MIRAGE,Mitsubishi MIRAGE,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6,47,138
MITSUBISHI OUTLANDER,Mitsubishi OUTLANDER,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198
MITSUBISHI OUTLANDER 4WD,Mitsubishi OUTLANDER 4WD,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,209
MITSUBISHI RVR,Mitsubishi RVR,MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32,200
MITSUBISHI RVR 4WD,Mitsubishi RVR 4WD,MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,8,9,31,207
NISSAN 370Z,Nissan 370Z,NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11,26,253
NISSAN 370Z ROADSTER,Nissan 370Z ROADSTER,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.5,11.4,25,262
NISSAN ALTIMA,Nissan ALTIMA,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37,175
NISSAN ARMADA 4WD,Nissan ARMADA 4WD,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380
NISSAN FRONTIER,Nissan FRONTIER,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283
NISSAN FRONTIER 4WD,Nissan FRONTIER 4WD,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.2,13.7,21,315
NISSAN GT-R,Nissan GT-R,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.9,22,297
NISSAN JUKE,Nissan JUKE,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35,186
NISSAN JUKE AWD,Nissan JUKE AWD,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.7,32,200
NISSAN MAXIMA,Nissan MAXIMA,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26,251
NISSAN MURANO AWD,Nissan MURANO AWD,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,24,271
NISSAN NV200 CARGO VAN,Nissan NV200 CARGO VAN,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10,8.5,9.3,30,214
NISSAN PATHFINDER,Nissan PATHFINDER,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12,8.9,10.6,27,244
NISSAN PATHFINDER 4WD,Nissan PATHFINDER 4WD,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11,26,253
NISSAN PATHFINDER HYBRID 4WD,Nissan PATHFINDER HYBRID 4WD,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202
NISSAN QUEST,Nissan QUEST,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25,255
NISSAN ROGUE,Nissan ROGUE,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191
NISSAN ROGUE AWD,Nissan ROGUE AWD,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,198
NISSAN SENTRA,Nissan SENTRA,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,6,7,40,161
NISSAN TITAN,Nissan TITAN,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18,359
NISSAN TITAN 4WD,Nissan TITAN 4WD,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.3,16,398
NISSAN VERSA,Nissan VERSA,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,43,152
NISSAN XTERRA 4WD,Nissan XTERRA 4WD,NISSAN,XTERRA 4WD,SUV - SMALL,4,6,A5,X,16.1,11.9,14.2,20,327
PORSCHE 911 CARRERA,Porsche 911 CARRERA,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
PORSCHE 911 CARRERA 4,Porsche 911 CARRERA 4,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27,237
PORSCHE 911 CARRERA 4 CABRIOLET,Porsche 911 CARRERA 4 CABRIOLET,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,12,8.7,10.5,27,242
PORSCHE 911 CARRERA 4S,Porsche 911 CARRERA 4S,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.3,8.9,10.8,26,248
PORSCHE 911 CARRERA 4S CABRIOLET,Porsche 911 CARRERA 4S CABRIOLET,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9,11,26,253
PORSCHE 911 CARRERA CABRIOLET,Porsche 911 CARRERA CABRIOLET,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
PORSCHE 911 CARRERA S,Porsche 911 CARRERA S,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244
PORSCHE 911 CARRERA S CABRIOLET,Porsche 911 CARRERA S CABRIOLET,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.4,8.7,10.7,26,246
PORSCHE 911 GT3,Porsche 911 GT3,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,11.5,14,20,322
PORSCHE 911 TURBO,Porsche 911 TURBO,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE 911 TURBO CABRIOLET,Porsche 911 TURBO CABRIOLET,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE 911 TURBO S,Porsche 911 TURBO S,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE 911 TURBO S CABRIOLET,Porsche 911 TURBO S CABRIOLET,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
PORSCHE BOXSTER,Porsche BOXSTER,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
PORSCHE BOXSTER S,Porsche BOXSTER S,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
PORSCHE CAYENNE,Porsche CAYENNE,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.1,10.2,12.4,23,290
PORSCHE CAYENNE DIESEL (MODIFIED),Porsche CAYENNE DIESEL (modified),PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.8,8.1,10.2,28,277
PORSCHE CAYENNE GTS,Porsche CAYENNE GTS,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A8,Z,16.7,11.5,14.4,20,338
PORSCHE CAYENNE S,Porsche CAYENNE S,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A8,Z,15.5,10.7,13.2,21,310
PORSCHE CAYENNE S HYBRID,Porsche CAYENNE S HYBRID,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3,6,A8,Z,11.8,9.9,10.9,26,251
PORSCHE CAYENNE TURBO,Porsche CAYENNE TURBO,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.3,11,13.9,20,326
PORSCHE CAYENNE TURBO S,Porsche CAYENNE TURBO S,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,18,11.9,15.2,19,358
PORSCHE CAYMAN,Porsche CAYMAN,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
PORSCHE CAYMAN S,Porsche CAYMAN S,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
PORSCHE PANAMERA,Porsche PANAMERA,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251
PORSCHE PANAMERA 4,Porsche PANAMERA 4,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
PORSCHE PANAMERA 4S,Porsche PANAMERA 4S,PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.3,25,260
PORSCHE PANAMERA 4S EXECUTIVE,Porsche PANAMERA 4S EXECUTIVE,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25,264
PORSCHE PANAMERA GTS,Porsche PANAMERA GTS,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292
PORSCHE PANAMERA S,Porsche PANAMERA S,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.3,25,260
PORSCHE PANAMERA TURBO,Porsche PANAMERA TURBO,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
PORSCHE PANAMERA TURBO EXECUTIVE,Porsche PANAMERA TURBO EXECUTIVE,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
RAM 1500 (MDS),Ram 1500 (MDS),RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12,14.8,19,340
RAM 1500 4X4 (MDS),Ram 1500 4X4 (MDS),RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18,354
RAM 1500 4X4 DIESEL,Ram 1500 4X4 DIESEL,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,8.8,10.6,27,286
RAM 1500 4X4 FFV,Ram 1500 4X4 FFV,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
RAM 1500 DIESEL,Ram 1500 DIESEL,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.6,8.4,10.2,28,275
RAM 1500 FFV,Ram 1500 FFV,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274
RAM 1500 HFE,Ram 1500 HFE,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260
RAM CARGO VAN FFV,Ram CARGO VAN FFV,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262
ROLLS-ROYCE GHOST,Rolls-Royce GHOST,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16,18,368
ROLLS-ROYCE GHOST EWB,Rolls-Royce GHOST EWB,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A8,Z,19.1,12.3,16,18,368
ROLLS-ROYCE PHANTOM,Rolls-Royce PHANTOM,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A8,Z,20.7,12.8,17.1,17,393
ROLLS-ROYCE PHANTOM COUPE,Rolls-Royce PHANTOM COUPE,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A8,Z,20.7,12.8,17.1,17,393
ROLLS-ROYCE PHANTOM DROPHEAD COUPE,Rolls-Royce PHANTOM DROPHEAD COUPE,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,17,393
ROLLS-ROYCE PHANTOM EWB,Rolls-Royce PHANTOM EWB,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A8,Z,20.7,12.7,17.1,17,393
ROLLS-ROYCE WRAITH,Rolls-Royce WRAITH,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,18,359
SCION FR-S,Scion FR-S,SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34,193
SCION IQ,Scion iQ,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46,143
SCION TC,Scion tC,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9,31,207
SCION XB,Scion xB,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.9,29,228
SCION XD,Scion xD,SCION,xD,SUBCOMPACT,1.8,4,A4,X,8.8,7.1,8,35,184
SMART FORTWO CABRIOLET,Smart FORTWO CABRIOLET,SMART,FORTWO CABRIOLET,TWO-SEATER,1,3,AM5,Z,6.9,5.7,6.4,44,147
SMART FORTWO COUPE,Smart FORTWO COUPE,SMART,FORTWO COUPE,TWO-SEATER,1,3,AM5,Z,6.9,5.7,6.4,44,147
SRT VIPER COUPE,Srt VIPER COUPE,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20,13,16.9,17,389
SRT VIPER GTS COUPE,Srt VIPER GTS COUPE,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M6,Z,20,13,16.9,17,389
SUBARU BRZ,Subaru BRZ,SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7.1,8.5,33,196
SUBARU FORESTER AWD,Subaru FORESTER AWD,SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV,Z,10.2,8.6,9.5,30,218
SUBARU IMPREZA AWD,Subaru IMPREZA AWD,SUBARU,IMPREZA AWD,COMPACT,2,4,AV,X,8.7,6.6,7.8,36,179
SUBARU IMPREZA WAGON AWD,Subaru IMPREZA WAGON AWD,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV,X,8.7,6.6,7.8,36,179
SUBARU LEGACY AWD,Subaru LEGACY AWD,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,33,198
SUBARU OUTBACK AWD,Subaru OUTBACK AWD,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV,X,9.9,7.8,9,31,207
SUBARU TRIBECA AWD,Subaru TRIBECA AWD,SUBARU,TRIBECA AWD,SUV - SMALL,3.6,6,AS5,X,14.7,11.1,13.1,22,301
SUBARU XV CROSSTREK AWD,Subaru XV CROSSTREK AWD,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV,X,9.5,7.2,8.5,33,196
SUBARU XV CROSSTREK HYBRID AWD,Subaru XV CROSSTREK HYBRID AWD,SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV,X,8.1,7.2,7.7,37,177
TOYOTA 4RUNNER (PART-TIME 4WD),Toyota 4RUNNER (Part-Time 4WD),TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.3,11.1,12.9,22,297
TOYOTA 4RUNNER 4WD,Toyota 4RUNNER 4WD,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.3,11.1,12.9,22,297
TOYOTA AVALON,Toyota AVALON,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
TOYOTA CAMRY,Toyota CAMRY,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.5,6.6,8.2,34,189
TOYOTA CAMRY HYBRID LE,Toyota CAMRY HYBRID LE,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,5.9,5.7,50,131
TOYOTA CAMRY HYBRID XLE/SE,Toyota CAMRY HYBRID XLE/SE,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.8,6.2,6,47,138
TOYOTA COROLLA,Toyota COROLLA,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.7,37,177
TOYOTA COROLLA LE ECO (1-MODE),Toyota COROLLA LE ECO (1-mode),TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,156
TOYOTA COROLLA LE ECO (2-MODE),Toyota COROLLA LE ECO (2-mode),TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,159
TOYOTA COROLLA MATRIX,Toyota COROLLA MATRIX,TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,1.8,4,A4,X,9.4,7.5,8.5,33,196
TOYOTA FJ CRUISER 4WD,Toyota FJ CRUISER 4WD,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4,6,A5,X,14.3,11.2,12.9,22,297
TOYOTA HIGHLANDER,Toyota HIGHLANDER,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,8.6,10.3,27,237
TOYOTA HIGHLANDER AWD,Toyota HIGHLANDER AWD,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,9.7,11.5,25,264
TOYOTA HIGHLANDER HYBRID AWD,Toyota HIGHLANDER HYBRID AWD,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8,8.6,8.3,34,191
TOYOTA HIGHLANDER HYBRID AWD LE,Toyota HIGHLANDER HYBRID AWD LE,TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,7.9,8.6,8.2,34,189
TOYOTA PRIUS,Toyota PRIUS,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.7,4.9,4.8,59,110
TOYOTA PRIUS C,Toyota PRIUS c,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.6,4.9,4.7,60,108
TOYOTA PRIUS V,Toyota PRIUS v,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.5,51,126
TOYOTA RAV4,Toyota RAV4,TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,32,205
TOYOTA RAV4 AWD,Toyota RAV4 AWD,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.4,8.1,9.4,30,216
TOYOTA RAV4 LIMITED AWD,Toyota RAV4 LIMITED AWD,TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.2,9.5,30,218
TOYOTA SEQUOIA 4WD,Toyota SEQUOIA 4WD,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,19,13.9,16.7,17,384
TOYOTA SIENNA,Toyota SIENNA,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,12.9,9.4,11.3,25,260
TOYOTA SIENNA AWD,Toyota SIENNA AWD,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,10.3,12.4,23,285
TOYOTA TACOMA,Toyota TACOMA,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.3,10.9,26,251
TOYOTA TACOMA 4WD,Toyota TACOMA 4WD,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,10.5,11.9,24,274
TOYOTA TUNDRA,Toyota TUNDRA,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4,6,AS5,X,14.8,11.8,13.5,21,310
TOYOTA TUNDRA 4WD,Toyota TUNDRA 4WD,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19,347
TOYOTA VENZA,Toyota VENZA,TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.4,8.2,10,28,230
TOYOTA VENZA 4WD,Toyota VENZA 4WD,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,8.5,10.2,28,235
TOYOTA YARIS,Toyota YARIS,TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,6.6,7.3,39,168
VOLKSWAGEN BEETLE,Volkswagen BEETLE,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,33,196
VOLKSWAGEN BEETLE TDI (MODIFIED),Volkswagen BEETLE TDI (modified),VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,A6,D,8.4,5.9,7.4,38,200
VOLKSWAGEN BEETLE CONVERTIBLE,Volkswagen BEETLE CONVERTIBLE,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,A6,X,9.8,7.3,8.7,32,200
VOLKSWAGEN CC,Volkswagen CC,VOLKSWAGEN,CC,COMPACT,2,4,A6,Z,11.1,7.9,9.7,29,223
VOLKSWAGEN CC 4MOTION,Volkswagen CC 4MOTION,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,14.3,9.8,12.3,23,283
VOLKSWAGEN EOS,Volkswagen EOS,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,A6,Z,10.9,8,9.6,29,221
VOLKSWAGEN GOLF WAGON,Volkswagen GOLF WAGON,VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5,A6,X,11,7.7,9.5,30,218
VOLKSWAGEN GOLF WAGON TDI (MODIFIED),Volkswagen GOLF WAGON TDI (modified),VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2,4,A6,D,8.1,6.4,7.4,38,198
VOLKSWAGEN JETTA,Volkswagen JETTA,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A6,X,9.5,6.7,8.2,34,189
VOLKSWAGEN JETTA TDI (MODIFIED),Volkswagen JETTA TDI (modified),VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,A6,D,8.1,6.4,7.4,38,198
VOLKSWAGEN JETTA GLI,Volkswagen JETTA GLI,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A6,Z,10.2,7.5,9,31,207
VOLKSWAGEN JETTA TURBO HYBRID,Volkswagen JETTA TURBO HYBRID,VOLKSWAGEN,JETTA TURBO HYBRID,COMPACT,1.4,4,AM7,Z,5.6,5.2,5.4,52,124
VOLKSWAGEN PASSAT,Volkswagen PASSAT,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,33,198
VOLKSWAGEN PASSAT TDI (MODIFIED),Volkswagen PASSAT TDI (modified),VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,A6,D,7.8,5.9,6.9,41,180
VOLKSWAGEN ROUTAN,Volkswagen ROUTAN,VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6,A6,X,14.2,9.5,12.1,23,278
VOLKSWAGEN TIGUAN,Volkswagen TIGUAN,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A6,Z,11.7,9.5,10.7,26,246
VOLKSWAGEN TIGUAN 4MOTION,Volkswagen TIGUAN 4MOTION,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A6,Z,11.7,9.4,10.7,26,246
VOLKSWAGEN TOUAREG,Volkswagen TOUAREG,VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.4,10.4,12.6,22,296
